"FileName","PreContext","Name"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","speciÃžcally to help young","women address challenges such"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","such as: depression, anxiety,","academic decline and school"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","adoption and substance abuse.","Academy at Sisters employs"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Sisters employs a program","model centered in Accountability"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","employs a program model","centered in Accountability and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","a program model centered","in Accountability and Cognitive"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","and Cognitive Awareness. Additionally,","components of DBT and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Cognitive Awareness. Additionally, components","of DBT and Mindfulness"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Awareness. Additionally, components of","DBT and Mindfulness allow"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Additionally, components of DBT","and Mindfulness allow youth"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","components of DBT and","Mindfulness allow youth to"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","of DBT and Mindfulness","allow youth to identify"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","DBT and Mindfulness allow","youth to identify their"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","and Mindfulness allow youth","to identify their patterns"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Mindfulness allow youth to","identify their patterns and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","allow youth to identify","their patterns and practice"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","youth to identify their","patterns and practice alternative"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","to identify their patterns","and practice alternative methods"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","identify their patterns and","practice alternative methods of"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","their patterns and practice","alternative methods of coping"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","patterns and practice alternative","methods of coping both"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","and practice alternative methods","of coping both in"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","practice alternative methods of","coping both in the"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","alternative methods of coping","both in the moment"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","methods of coping both","in the moment and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","of coping both in","the moment and long"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","and long term. Individual,","Group and Family Therapy"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","long term. Individual, Group","and Family Therapy is"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","term. Individual, Group and","Family Therapy is facilitated"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Individual, Group and Family","Therapy is facilitated by"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Group and Family Therapy","is facilitated by Licensed"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","and supported on a","daily basis by experienced"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","supported on a daily","basis by experienced Treatment"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Equine-Assisted Psychotherapy is a","key component of our"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","program.Youth participate in individual,","group and family therapy"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","participate in individual, group","and family therapy using"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","in individual, group and","family therapy using the"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","therapy using the horses.Youth","also have the opportunity"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","using the horses.Youth also","have the opportunity to"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","the horses.Youth also have","the opportunity to participate"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","horses.Youth also have the","opportunity to participate in"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","also have the opportunity","to participate in our"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","have the opportunity to","participate in our basic"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","the opportunity to participate","in our basic horsemanship"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","opportunity to participate in","our basic horsemanship program"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","to participate in our","basic horsemanship program and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","participate in our basic","horsemanship program and learn"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","our basic horsemanship program","and learn basic Western"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","basic horsemanship program and","learn basic Western or"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","horsemanship program and learn","basic Western or English"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","program and learn basic","Western or English riding"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","riding skills. The AcademyÂ’s","Accredited Academic component utilizes"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","component utilizes a ProÃžciency","Based Model of experiential"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","utilizes a ProÃžciency Based","Model of experiential learning"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","a ProÃžciency Based Model","of experiential learning which"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","ProÃžciency Based Model of","experiential learning which encourages"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Based Model of experiential","learning which encourages youth"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Model of experiential learning","which encourages youth to"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","of experiential learning which","encourages youth to integrate"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","experiential learning which encourages","youth to integrate and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","learning which encourages youth","to integrate and maximize"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","which encourages youth to","integrate and maximize individual"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","encourages youth to integrate","and maximize individual learning"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","maximize individual learning styles.","Classes are facilitated by"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","individual learning styles. Classes","are facilitated by masters"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","learning styles. Classes are","facilitated by masters level"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","styles. Classes are facilitated","by masters level teachers"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Classes are facilitated by","masters level teachers who"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","are facilitated by masters","level teachers who are"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","facilitated by masters level","teachers who are skilled"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","by masters level teachers","who are skilled at"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","masters level teachers who","are skilled at making"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","level teachers who are","skilled at making learning"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","teachers who are skilled","at making learning relevant"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","who are skilled at","making learning relevant and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","fun.Youth who meet criteria,","are eligible to transition"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","who meet criteria, are","eligible to transition into"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","meet criteria, are eligible","to transition into the"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","criteria, are eligible to","transition into the local"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","are eligible to transition","into the local high"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","eligible to transition into","the local high school"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","to transition into the","local high school to"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","transition into the local","high school to practice"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","the local high school","to practice their new"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","local high school to","practice their new skills"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","high school to practice","their new skills in"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","a Â“real worldÂ” setting.","Recreational and community service"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Â“real worldÂ” setting. Recreational","and community service opportunities"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","worldÂ” setting. Recreational and","community service opportunities are"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","setting. Recreational and community","service opportunities are abundant"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Recreational and community service","opportunities are abundant and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","and community service opportunities","are abundant and round"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","community service opportunities are","abundant and round out"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","service opportunities are abundant","and round out the"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","opportunities are abundant and","round out the overall"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","are abundant and round","out the overall experience"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","abundant and round out","the overall experience at"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","and round out the","overall experience at the"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","experience at the Academy.","Identifying ones purpose and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","at the Academy. Identifying","ones purpose and passion"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","the Academy. Identifying ones","purpose and passion in"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Academy. Identifying ones purpose","and passion in the"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Identifying ones purpose and","passion in the community"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","ones purpose and passion","in the community and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","purpose and passion in","the community and in"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","community and in nature,","affords youth the opportunity"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","and in nature, affords","youth the opportunity to"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","in nature, affords youth","the opportunity to connect"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","nature, affords youth the","opportunity to connect and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","affords youth the opportunity","to connect and build"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","youth the opportunity to","connect and build relationships"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","the opportunity to connect","and build relationships through"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","opportunity to connect and","build relationships through leadership"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","to connect and build","relationships through leadership and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Yes Accreditation & Licensure:","Oregon Department of Human"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","of Human Services; AdvancED;","Student and Exchange Visitor"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Human Services; AdvancED; Student","and Exchange Visitor Information"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Services; AdvancED; Student and","Exchange Visitor Information System"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Alliance of ChildrenÂ’s Programs;","Coalition of Advocates for"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","of ChildrenÂ’s Programs; Coalition","of Advocates for Equal"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","ChildrenÂ’s Programs; Coalition of","Advocates for Equal Access"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Programs; Coalition of Advocates","for Equal Access for"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Coalition of Advocates for","Equal Access for Girls"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","of Advocates for Equal","Access for Girls and"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Advocates for Equal Access","for Girls and National"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","for Equal Access for","Girls and National Network"
"Academy at Sisters 2015-2016 NATSAP Profile.pdf","Equal Access for Girls","and National Network for"
